repository,file_path,language,extension,loc,size_bytes
fastapi,tests/test_tutorial/test_custom_response/test_tutorial008.py,Python,.py,13,545
fastapi,tests/test_tutorial/test_custom_response/test_tutorial006b.py,Python,.py,26,1014
fastapi,tests/test_tutorial/test_custom_response/test_tutorial009.py,Python,.py,13,545
fastapi,tests/test_tutorial/test_custom_response/test_tutorial006.py,Python,.py,31,1194
fastapi,tests/test_tutorial/test_custom_response/test_tutorial002_tutorial003_tutorial004.py,Python,.py,59,1979
fastapi,tests/test_tutorial/test_custom_response/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_custom_response/test_tutorial007.py,Python,.py,7,270
fastapi,tests/test_tutorial/test_custom_response/test_tutorial010.py,Python,.py,43,1537
fastapi,tests/test_tutorial/test_custom_response/test_tutorial005.py,Python,.py,33,1185
fastapi,tests/test_tutorial/test_custom_response/test_tutorial001.py,Python,.py,44,1622
fastapi,tests/test_tutorial/test_custom_response/test_tutorial009b.py,Python,.py,13,548
fastapi,tests/test_tutorial/test_custom_response/test_tutorial009c.py,Python,.py,8,290
fastapi,tests/test_tutorial/test_templates/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_templates/test_tutorial001.py,Python,.py,25,968
fastapi,tests/test_tutorial/test_path_operation_configurations/test_tutorial003_tutorial004.py,Python,.py,198,7878
fastapi,tests/test_tutorial/test_path_operation_configurations/test_tutorial002b.py,Python,.py,49,1913
fastapi,tests/test_tutorial/test_path_operation_configurations/test_tutorial006.py,Python,.py,68,2652
fastapi,tests/test_tutorial/test_path_operation_configurations/test_tutorial002.py,Python,.py,215,8557
fastapi,tests/test_tutorial/test_path_operation_configurations/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_path_operation_configurations/test_tutorial005.py,Python,.py,132,5702
fastapi,tests/test_tutorial/test_path_operation_configurations/test_tutorial001.py,Python,.py,182,7100
fastapi,tests/test_tutorial/test_json_base64_bytes/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_json_base64_bytes/test_tutorial001.py,Python,.py,212,9117
fastapi,tests/test_tutorial/test_extra_data_types/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_extra_data_types/test_tutorial001.py,Python,.py,154,6484
fastapi,tests/test_tutorial/test_response_change_status_code/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_response_change_status_code/test_tutorial001.py,Python,.py,11,527
fastapi,tests/test_tutorial/test_websockets/test_tutorial002.py,Python,.py,87,4110
fastapi,tests/test_tutorial/test_websockets/test_tutorial003.py,Python,.py,42,1490
fastapi,tests/test_tutorial/test_websockets/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_websockets/test_tutorial001.py,Python,.py,20,829
fastapi,tests/test_tutorial/test_generate_clients/test_tutorial002.py,Python,.py,188,8298
fastapi,tests/test_tutorial/test_generate_clients/test_tutorial003.py,Python,.py,188,8276
fastapi,tests/test_tutorial/test_generate_clients/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_generate_clients/test_tutorial004.py,Python,.py,230,9511
fastapi,tests/test_tutorial/test_generate_clients/test_tutorial001.py,Python,.py,144,6149
fastapi,tests/test_tutorial/test_path_params_numeric_validations/test_tutorial006.py,Python,.py,211,8076
fastapi,tests/test_tutorial/test_path_params_numeric_validations/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_path_params_numeric_validations/test_tutorial004.py,Python,.py,177,6793
fastapi,tests/test_tutorial/test_path_params_numeric_validations/test_tutorial005.py,Python,.py,192,7347
fastapi,tests/test_tutorial/test_path_params_numeric_validations/test_tutorial001.py,Python,.py,157,6280
fastapi,tests/test_tutorial/test_path_params_numeric_validations/test_tutorial002_tutorial003.py,Python,.py,164,6348
fastapi,tests/test_tutorial/test_path_operation_advanced_configurations/test_tutorial006.py,Python,.py,54,2186
fastapi,tests/test_tutorial/test_path_operation_advanced_configurations/test_tutorial002.py,Python,.py,31,1155
fastapi,tests/test_tutorial/test_path_operation_advanced_configurations/test_tutorial003.py,Python,.py,18,658
fastapi,tests/test_tutorial/test_path_operation_advanced_configurations/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_path_operation_advanced_configurations/test_tutorial007.py,Python,.py,106,3675
fastapi,tests/test_tutorial/test_path_operation_advanced_configurations/test_tutorial004.py,Python,.py,133,5741
fastapi,tests/test_tutorial/test_path_operation_advanced_configurations/test_tutorial005.py,Python,.py,31,1173
fastapi,tests/test_tutorial/test_path_operation_advanced_configurations/test_tutorial001.py,Python,.py,31,1172
fastapi,tests/test_tutorial/test_request_forms/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_request_forms/test_tutorial001.py,Python,.py,170,6457
fastapi,tests/test_tutorial/test_header_param_models/test_tutorial002.py,Python,.py,189,7440
fastapi,tests/test_tutorial/test_header_param_models/test_tutorial003.py,Python,.py,232,8948
fastapi,tests/test_tutorial/test_header_param_models/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_header_param_models/test_tutorial001.py,Python,.py,195,7682
fastapi,tests/test_tutorial/test_handling_errors/test_tutorial006.py,Python,.py,101,4196
fastapi,tests/test_tutorial/test_handling_errors/test_tutorial002.py,Python,.py,89,3904
fastapi,tests/test_tutorial/test_handling_errors/test_tutorial003.py,Python,.py,90,3827
fastapi,tests/test_tutorial/test_handling_errors/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_handling_errors/test_tutorial004.py,Python,.py,93,3985
fastapi,tests/test_tutorial/test_handling_errors/test_tutorial005.py,Python,.py,108,4533
fastapi,tests/test_tutorial/test_handling_errors/test_tutorial001.py,Python,.py,89,3831
fastapi,tests/test_tutorial/test_custom_request_and_route/test_tutorial002.py,Python,.py,35,1276
fastapi,tests/test_tutorial/test_custom_request_and_route/test_tutorial003.py,Python,.py,23,852
fastapi,tests/test_tutorial/test_custom_request_and_route/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_custom_request_and_route/test_tutorial001.py,Python,.py,36,1278
fastapi,tests/test_tutorial/test_metadata/test_tutorial002.py,Python,.py,37,1330
fastapi,tests/test_tutorial/test_metadata/test_tutorial003.py,Python,.py,44,1634
fastapi,tests/test_tutorial/test_metadata/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_metadata/test_tutorial004.py,Python,.py,60,2324
fastapi,tests/test_tutorial/test_metadata/test_tutorial001.py,Python,.py,46,1959
fastapi,tests/test_tutorial/test_metadata/test_tutorial001_1.py,Python,.py,46,1930
fastapi,tests/test_tutorial/test_response_model/test_tutorial001_tutorial001_01.py,Python,.py,187,7368
fastapi,tests/test_tutorial/test_response_model/test_tutorial006.py,Python,.py,155,6723
fastapi,tests/test_tutorial/test_response_model/test_tutorial003_03.py,Python,.py,31,1225
fastapi,tests/test_tutorial/test_response_model/test_tutorial002.py,Python,.py,128,5211
fastapi,tests/test_tutorial/test_response_model/test_tutorial003.py,Python,.py,148,6081
fastapi,tests/test_tutorial/test_response_model/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_response_model/test_tutorial003_02.py,Python,.py,92,4025
fastapi,tests/test_tutorial/test_response_model/test_tutorial003_05.py,Python,.py,103,4360
fastapi,tests/test_tutorial/test_response_model/test_tutorial004.py,Python,.py,139,5527
fastapi,tests/test_tutorial/test_response_model/test_tutorial003_01.py,Python,.py,148,6087
fastapi,tests/test_tutorial/test_response_model/test_tutorial005.py,Python,.py,155,6723
fastapi,tests/test_tutorial/test_response_model/test_tutorial003_04.py,Python,.py,13,408
fastapi,tests/test_tutorial/test_background_tasks/test_tutorial002.py,Python,.py,27,968
fastapi,tests/test_tutorial/test_background_tasks/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_background_tasks/test_tutorial001.py,Python,.py,16,635
fastapi,tests/test_tutorial/test_extra_models/test_tutorial003.py,Python,.py,147,6250
fastapi,tests/test_tutorial/test_extra_models/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_extra_models/test_tutorial004.py,Python,.py,67,2558
fastapi,tests/test_tutorial/test_extra_models/test_tutorial005.py,Python,.py,49,1911
fastapi,tests/test_tutorial/test_extra_models/test_tutorial001_tutorial002.py,Python,.py,152,6259
fastapi,tests/test_tutorial/test_cookie_params/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_cookie_params/test_tutorial001.py,Python,.py,115,4619
fastapi,tests/test_tutorial/test_encoder/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_encoder/test_tutorial001.py,Python,.py,198,7533
fastapi,tests/test_tutorial/test_response_headers/test_tutorial002.py,Python,.py,8,384
fastapi,tests/test_tutorial/test_response_headers/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_response_headers/test_tutorial001.py,Python,.py,9,432
fastapi,tests/test_tutorial/test_body_nested_models/test_tutorial008.py,Python,.py,152,6154
fastapi,tests/test_tutorial/test_body_nested_models/test_tutorial009.py,Python,.py,113,4607
fastapi,tests/test_tutorial/test_body_nested_models/test_tutorial001_tutorial002_tutorial003.py,Python,.py,234,8736
fastapi,tests/test_tutorial/test_body_nested_models/test_tutorial006.py,Python,.py,260,9715
fastapi,tests/test_tutorial/test_body_nested_models/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_body_nested_models/test_tutorial007.py,Python,.py,332,11912
fastapi,tests/test_tutorial/test_body_nested_models/test_tutorial004.py,Python,.py,264,9729
fastapi,tests/test_tutorial/test_body_nested_models/test_tutorial005.py,Python,.py,288,10561
fastapi,tests/test_tutorial/test_custom_docs_ui/test_tutorial002.py,Python,.py,35,1349
fastapi,tests/test_tutorial/test_custom_docs_ui/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_custom_docs_ui/test_tutorial001.py,Python,.py,35,1431
fastapi,tests/test_tutorial/test_settings/test_app01.py,Python,.py,69,2359
fastapi,tests/test_tutorial/test_settings/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_settings/test_app03.py,Python,.py,35,1252
fastapi,tests/test_tutorial/test_settings/test_tutorial001.py,Python,.py,18,691
fastapi,tests/test_tutorial/test_settings/test_app02.py,Python,.py,29,1040
fastapi,tests/test_tutorial/test_first_steps/test_tutorial001_tutorial002_tutorial003.py,Python,.py,49,1606
fastapi,tests/test_tutorial/test_first_steps/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_configure_swagger_ui/test_tutorial002.py,Python,.py,38,1573
fastapi,tests/test_tutorial/test_configure_swagger_ui/test_tutorial003.py,Python,.py,38,1540
fastapi,tests/test_tutorial/test_configure_swagger_ui/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_configure_swagger_ui/test_tutorial001.py,Python,.py,35,1421
fastapi,tests/test_tutorial/test_openapi_webhooks/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_openapi_webhooks/test_tutorial001.py,Python,.py,121,5313
fastapi,tests/test_tutorial/test_python_types/test_tutorial008.py,Python,.py,13,418
fastapi,tests/test_tutorial/test_python_types/test_tutorial006.py,Python,.py,12,427
fastapi,tests/test_tutorial/test_python_types/test_tutorial003.py,Python,.py,7,346
fastapi,tests/test_tutorial/test_python_types/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_python_types/test_tutorial013.py,Python,.py,3,137
fastapi,tests/test_tutorial/test_python_types/test_tutorial007.py,Python,.py,5,221
fastapi,tests/test_tutorial/test_python_types/test_tutorial010.py,Python,.py,3,167
fastapi,tests/test_tutorial/test_python_types/test_tutorial004.py,Python,.py,3,178
fastapi,tests/test_tutorial/test_python_types/test_tutorial005.py,Python,.py,10,420
fastapi,tests/test_tutorial/test_python_types/test_tutorial011.py,Python,.py,19,649
fastapi,tests/test_tutorial/test_python_types/test_tutorial001_tutorial002.py,Python,.py,14,400
fastapi,tests/test_tutorial/test_python_types/test_tutorial008b.py,Python,.py,20,638
fastapi,tests/test_tutorial/test_python_types/test_tutorial009_tutorial009b.py,Python,.py,25,763
fastapi,tests/test_tutorial/test_testing_dependencies/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_testing_dependencies/test_tutorial001.py,Python,.py,59,2372
fastapi,tests/test_tutorial/test_events/test_tutorial002.py,Python,.py,43,1623
fastapi,tests/test_tutorial/test_events/test_tutorial003.py,Python,.py,95,4302
fastapi,tests/test_tutorial/test_events/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_events/test_tutorial001.py,Python,.py,94,4256
fastapi,tests/test_tutorial/test_graphql/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_graphql/test_tutorial001.py,Python,.py,64,2501
fastapi,tests/test_tutorial/test_header_params/test_tutorial002.py,Python,.py,118,4674
fastapi,tests/test_tutorial/test_header_params/test_tutorial003.py,Python,.py,115,4655
fastapi,tests/test_tutorial/test_header_params/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_header_params/test_tutorial001.py,Python,.py,107,4452
fastapi,tests/test_tutorial/test_body_fields/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_body_fields/test_tutorial001.py,Python,.py,176,7095
fastapi,tests/test_tutorial/test_sql_databases/test_tutorial002.py,Python,.py,419,18481
fastapi,tests/test_tutorial/test_sql_databases/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_sql_databases/test_tutorial001.py,Python,.py,341,14492
fastapi,tests/test_tutorial/test_body_multiple_params/test_tutorial002.py,Python,.py,345,12060
fastapi,tests/test_tutorial/test_body_multiple_params/test_tutorial003.py,Python,.py,212,8248
fastapi,tests/test_tutorial/test_body_multiple_params/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_body_multiple_params/test_tutorial004.py,Python,.py,278,10206
fastapi,tests/test_tutorial/test_body_multiple_params/test_tutorial005.py,Python,.py,258,9106
fastapi,tests/test_tutorial/test_body_multiple_params/test_tutorial001.py,Python,.py,170,7085
fastapi,tests/test_tutorial/test_request_forms_and_files/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_request_forms_and_files/test_tutorial001.py,Python,.py,225,8279
fastapi,tests/test_tutorial/test_authentication_error_status_code/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_authentication_error_status_code/test_tutorial001.py,Python,.py,56,1931
fastapi,tests/test_tutorial/test_server_sent_events/test_tutorial002.py,Python,.py,70,3081
fastapi,tests/test_tutorial/test_server_sent_events/test_tutorial003.py,Python,.py,64,2753
fastapi,tests/test_tutorial/test_server_sent_events/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_server_sent_events/test_tutorial004.py,Python,.py,147,6112
fastapi,tests/test_tutorial/test_server_sent_events/test_tutorial005.py,Python,.py,131,5456
fastapi,tests/test_tutorial/test_server_sent_events/test_tutorial001.py,Python,.py,183,8566
fastapi,tests/test_tutorial/test_async_tests/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_async_tests/test_main_a.py,Python,.py,5,155
fastapi,tests/test_tutorial/test_dataclasses/test_tutorial002.py,Python,.py,79,2961
fastapi,tests/test_tutorial/test_dataclasses/test_tutorial003.py,Python,.py,199,8128
fastapi,tests/test_tutorial/test_dataclasses/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_dataclasses/test_tutorial001.py,Python,.py,131,5307
fastapi,tests/test_tutorial/test_security/test_tutorial006.py,Python,.py,66,2798
fastapi,tests/test_tutorial/test_security/test_tutorial002.py,Python,.py,62,2323
fastapi,tests/test_tutorial/test_security/test_tutorial003.py,Python,.py,192,8698
fastapi,tests/test_tutorial/test_security/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_security/test_tutorial007.py,Python,.py,75,3438
fastapi,tests/test_tutorial/test_security/test_tutorial004.py,Python,.py,330,14636
fastapi,tests/test_tutorial/test_security/test_tutorial005.py,Python,.py,378,16786
fastapi,tests/test_tutorial/test_security/test_tutorial001.py,Python,.py,61,2422
fastapi,tests/test_tutorial/test_response_status_code/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_response_status_code/test_tutorial001_tutorial002.py,Python,.py,95,3912
fastapi,tests/test_tutorial/test_testing/test_tutorial002.py,Python,.py,5,160
fastapi,tests/test_tutorial/test_testing/test_tutorial003.py,Python,.py,5,173
fastapi,tests/test_tutorial/test_testing/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_testing/test_main_a.py,Python,.py,27,961
fastapi,tests/test_tutorial/test_testing/test_tutorial004.py,Python,.py,3,108
fastapi,tests/test_tutorial/test_testing/test_main_b.py,Python,.py,22,766
fastapi,tests/test_tutorial/test_testing/test_tutorial001.py,Python,.py,27,957
fastapi,tests/test_tutorial/test_request_files/test_tutorial001_03.py,Python,.py,165,7211
fastapi,tests/test_tutorial/test_request_files/test_tutorial002.py,Python,.py,234,9446
fastapi,tests/test_tutorial/test_request_files/test_tutorial001_02.py,Python,.py,179,7883
fastapi,tests/test_tutorial/test_request_files/test_tutorial003.py,Python,.py,210,8806
fastapi,tests/test_tutorial/test_request_files/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_request_files/test_tutorial001.py,Python,.py,197,8267
fastapi,tests/test_tutorial/test_stream_json_lines/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_stream_json_lines/test_tutorial001.py,Python,.py,133,5356
fastapi,tests/test_tutorial/test_sub_applications/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_sub_applications/test_tutorial001.py,Python,.py,59,2208
fastapi,tests/test_tutorial/test_dependencies/test_tutorial008d.py,Python,.py,36,1395
fastapi,tests/test_tutorial/test_dependencies/test_tutorial008.py,Python,.py,54,1525
fastapi,tests/test_tutorial/test_dependencies/test_tutorial008e.py,Python,.py,18,576
fastapi,tests/test_tutorial/test_dependencies/test_tutorial006.py,Python,.py,136,5436
fastapi,tests/test_tutorial/test_dependencies/test_tutorial002_tutorial003_tutorial004.py,Python,.py,171,6477
fastapi,tests/test_tutorial/test_dependencies/test_tutorial012.py,Python,.py,211,8599
fastapi,tests/test_tutorial/test_dependencies/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_dependencies/test_tutorial007.py,Python,.py,18,644
fastapi,tests/test_tutorial/test_dependencies/test_tutorial010.py,Python,.py,20,690
fastapi,tests/test_tutorial/test_dependencies/test_tutorial005.py,Python,.py,135,5129
fastapi,tests/test_tutorial/test_dependencies/test_tutorial011.py,Python,.py,119,4514
fastapi,tests/test_tutorial/test_dependencies/test_tutorial008b.py,Python,.py,26,1032
fastapi,tests/test_tutorial/test_dependencies/test_tutorial001_tutorial001_02.py,Python,.py,183,7880
fastapi,tests/test_tutorial/test_dependencies/test_tutorial008c.py,Python,.py,35,1414
fastapi,tests/test_tutorial/test_body/test_tutorial002.py,Python,.py,153,5945
fastapi,tests/test_tutorial/test_body/test_tutorial003.py,Python,.py,164,6276
fastapi,tests/test_tutorial/test_body/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_body/test_tutorial004.py,Python,.py,175,6755
fastapi,tests/test_tutorial/test_body/test_tutorial001.py,Python,.py,307,11333
fastapi,tests/test_tutorial/test_conditional_openapi/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_conditional_openapi/test_tutorial001.py,Python,.py,50,1853
fastapi,tests/test_tutorial/test_debugging/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_debugging/test_tutorial001.py,Python,.py,52,1931
fastapi,tests/test_tutorial/test_wsgi/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_wsgi/test_tutorial001.py,Python,.py,11,442
fastapi,tests/test_tutorial/test_openapi_callbacks/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_openapi_callbacks/test_tutorial001.py,Python,.py,196,9656
fastapi,tests/test_tutorial/test_query_param_models/test_tutorial002.py,Python,.py,218,8214
fastapi,tests/test_tutorial/test_query_param_models/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_query_param_models/test_tutorial001.py,Python,.py,212,8024
fastapi,tests/test_tutorial/test_body_updates/test_tutorial002.py,Python,.py,200,7985
fastapi,tests/test_tutorial/test_body_updates/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_body_updates/test_tutorial001.py,Python,.py,181,7516
fastapi,tests/test_tutorial/test_response_cookies/test_tutorial002.py,Python,.py,8,420
fastapi,tests/test_tutorial/test_response_cookies/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_response_cookies/test_tutorial001.py,Python,.py,8,409
fastapi,tests/test_tutorial/test_query_params_str_validations/test_tutorial006c.py,Python,.py,139,5584
fastapi,tests/test_tutorial/test_query_params_str_validations/test_tutorial008.py,Python,.py,130,5482
fastapi,tests/test_tutorial/test_query_params_str_validations/test_tutorial009.py,Python,.py,115,4865
fastapi,tests/test_tutorial/test_query_params_str_validations/test_tutorial006.py,Python,.py,131,5057
fastapi,tests/test_tutorial/test_query_params_str_validations/test_tutorial002.py,Python,.py,132,5446
fastapi,tests/test_tutorial/test_query_params_str_validations/test_tutorial012.py,Python,.py,108,4380
fastapi,tests/test_tutorial/test_query_params_str_validations/test_tutorial003.py,Python,.py,143,5745
fastapi,tests/test_tutorial/test_query_params_str_validations/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_query_params_str_validations/test_tutorial013.py,Python,.py,108,4301
fastapi,tests/test_tutorial/test_query_params_str_validations/test_tutorial007.py,Python,.py,128,5226
fastapi,tests/test_tutorial/test_query_params_str_validations/test_tutorial010.py,Python,.py,141,6000
fastapi,tests/test_tutorial/test_query_params_str_validations/test_tutorial004.py,Python,.py,130,5381
fastapi,tests/test_tutorial/test_query_params_str_validations/test_tutorial014.py,Python,.py,94,3852
fastapi,tests/test_tutorial/test_query_params_str_validations/test_tutorial005.py,Python,.py,126,4971
fastapi,tests/test_tutorial/test_query_params_str_validations/test_tutorial015.py,Python,.py,128,5159
fastapi,tests/test_tutorial/test_query_params_str_validations/test_tutorial001.py,Python,.py,114,4738
fastapi,tests/test_tutorial/test_query_params_str_validations/test_tutorial011.py,Python,.py,110,4482
fastapi,tests/test_tutorial/test_cookie_param_models/test_tutorial002.py,Python,.py,166,6538
fastapi,tests/test_tutorial/test_cookie_param_models/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_cookie_param_models/test_tutorial001.py,Python,.py,156,6256
fastapi,tests/test_tutorial/test_additional_responses/test_tutorial002.py,Python,.py,129,5431
fastapi,tests/test_tutorial/test_additional_responses/test_tutorial003.py,Python,.py,123,5453
fastapi,tests/test_tutorial/test_additional_responses/__init__.py,Python,.py,0,0
fastapi,tests/test_tutorial/test_additional_responses/test_tutorial004.py,Python,.py,132,5638
fastapi,tests/test_tutorial/test_additional_responses/test_tutorial001.py,Python,.py,119,5213
fastapi,tests/benchmarks/test_openapi.py,Python,.py,28,853
fastapi,tests/benchmarks/__init__.py,Python,.py,0,0
fastapi,tests/benchmarks/utils.py,Python,.py,35,1447
fastapi,tests/benchmarks/test_general_performance.py,Python,.py,288,11393
fastapi,tests/test_validate_response_recursive/test_validate_response_recursive.py,Python,.py,26,836
fastapi,tests/test_validate_response_recursive/__init__.py,Python,.py,0,0
fastapi,tests/test_validate_response_recursive/app.py,Python,.py,34,1151
fastapi,docs/en/docs/js/custom.js,JavaScript,.js,237,9284
fastapi,docs/en/docs/js/init_kapa_widget.js,JavaScript,.js,29,2333
fastapi,docs/en/docs/js/termynal.js,JavaScript,.js,237,9500
fastapi,fastapi/params.py,Python,.py,718,26205
fastapi,fastapi/responses.py,Python,.py,76,4144
fastapi,fastapi/templating.py,Python,.py,1,76
fastapi,fastapi/exception_handlers.py,Python,.py,28,1275
fastapi,fastapi/websockets.py,Python,.py,3,222
fastapi,fastapi/applications.py,Python,.py,4112,183840
fastapi,fastapi/concurrency.py,Python,.py,37,1489
fastapi,fastapi/background.py,Python,.py,46,1820
fastapi,fastapi/__init__.py,Python,.py,22,1081
fastapi,fastapi/encoders.py,Python,.py,338,11713
fastapi,fastapi/types.py,Python,.py,10,438
fastapi,fastapi/logger.py,Python,.py,2,54
fastapi,fastapi/sse.py,Python,.py,197,7083
fastapi,fastapi/staticfiles.py,Python,.py,1,69
fastapi,fastapi/cli.py,Python,.py,10,454
fastapi,fastapi/utils.py,Python,.py,115,4341
fastapi,fastapi/routing.py,Python,.py,5730,255632
fastapi,fastapi/testclient.py,Python,.py,1,66
fastapi,fastapi/exceptions.py,Python,.py,203,7453
fastapi,fastapi/param_functions.py,Python,.py,2323,69596
fastapi,fastapi/requests.py,Python,.py,2,142
fastapi,fastapi/datastructures.py,Python,.py,144,5321
fastapi,fastapi/__main__.py,Python,.py,2,37
fastapi,fastapi/middleware/gzip.py,Python,.py,1,79
fastapi,fastapi/middleware/cors.py,Python,.py,1,79
fastapi,fastapi/middleware/asyncexitstack.py,Python,.py,14,637
fastapi,fastapi/middleware/__init__.py,Python,.py,1,58
fastapi,fastapi/middleware/httpsredirect.py,Python,.py,3,115
fastapi,fastapi/middleware/trustedhost.py,Python,.py,3,109
fastapi,fastapi/middleware/wsgi.py,Python,.py,3,107
fastapi,fastapi/security/open_id_connect_url.py,Python,.py,82,3136
fastapi,fastapi/security/oauth2.py,Python,.py,605,24178
fastapi,fastapi/security/__init__.py,Python,.py,15,881
fastapi,fastapi/security/api_key.py,Python,.py,254,9756
fastapi,fastapi/security/utils.py,Python,.py,7,261
fastapi,fastapi/security/http.py,Python,.py,335,13410
fastapi,fastapi/security/base.py,Python,.py,4,141
fastapi,fastapi/dependencies/models.py,Python,.py,195,8092
fastapi,fastapi/dependencies/__init__.py,Python,.py,0,0
fastapi,fastapi/dependencies/utils.py,Python,.py,961,39180
fastapi,fastapi/openapi/models.py,Python,.py,338,14608
fastapi,fastapi/openapi/constants.py,Python,.py,3,153
fastapi,fastapi/openapi/__init__.py,Python,.py,0,0
fastapi,fastapi/openapi/docs.py,Python,.py,342,12425
fastapi,fastapi/openapi/utils.py,Python,.py,649,29347
fastapi,fastapi/_compat/__init__.py,Python,.py,40,2095
fastapi,fastapi/_compat/shared.py,Python,.py,179,7323
fastapi,fastapi/_compat/v2.py,Python,.py,430,17601
fastapi,scripts/translation_git.py,Python,.py,43,1314
fastapi,scripts/translate.py,Python,.py,429,16939
fastapi,scripts/label_approved.py,Python,.py,51,2245
fastapi,scripts/translation_fixer.py,Python,.py,103,3311
fastapi,scripts/notify_translations.py,Python,.py,351,12961
fastapi,scripts/sponsors.py,Python,.py,181,6245
fastapi,scripts/doc_parsing_utils.py,Python,.py,595,24121
fastapi,scripts/docs.py,Python,.py,795,32404
fastapi,scripts/prepare_release.py,Python,.py,184,6667
fastapi,scripts/deploy_docs_status.py,Python,.py,131,4552
fastapi,scripts/add_latest_release_date.py,Python,.py,28,1023
fastapi,scripts/topic_repos.py,Python,.py,70,2804
fastapi,scripts/tests/test_translation_fixer/conftest.py,Python,.py,47,1637
fastapi,scripts/tests/test_translation_fixer/test_code_blocks/test_code_blocks_lines_number_mismatch.py,Python,.py,47,1916
fastapi,scripts/tests/test_translation_fixer/test_code_blocks/test_code_blocks_number_mismatch.py,Python,.py,49,1902
fastapi,scripts/tests/test_translation_fixer/test_code_blocks/test_code_blocks_mermaid.py,Python,.py,48,1807
fastapi,scripts/tests/test_translation_fixer/test_code_blocks/test_code_blocks_wrong_lang_code.py,Python,.py,47,1950
fastapi,scripts/tests/test_translation_fixer/test_header_permalinks/test_header_level_mismatch.py,Python,.py,49,1999
fastapi,scripts/tests/test_translation_fixer/test_header_permalinks/test_header_number_mismatch.py,Python,.py,49,1900
fastapi,scripts/tests/test_translation_fixer/test_complex_doc/test_compex_doc.py,Python,.py,23,902
fastapi,scripts/tests/test_translation_fixer/test_markdown_links/test_mkd_links_number_mismatch.py,Python,.py,49,1911
